64,Dsf,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.31,1861.76
1,Ni,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.31,1861.76
65,Ty,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.31,1861.76
66,Ti,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.31,1861.76
69,A,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.319025,1861.77
6,Hann,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.31,1861.76
71,Jack,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.31,1861.76
73,Kim,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.319025,1861.77
9,J,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.31,1861.76
74,Chris,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.31,1861.76
11,HA,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.31,1861.76
76,A,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.319025,1861.77
12,Ti,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.31,1861.76
78,Ashley,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.31,1861.76
14,Sd,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.31,1861.76
85,Hey,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.31,1861.76
90,Fdsfs,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.319025,1861.77
92,Fdsfs,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.319025,1861.77
95,J,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.31,1861.76
32,Fdfds,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.31,1861.76
35,A,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.31,1861.76
36,B,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.319025,1861.77
37,Nna,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.319025,1861.77
40,No,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.319025,1861.77
41,B,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.319025,1861.77
43,Tx,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.31,1861.76
49,Fdsfs,TX,4.45,Tile,233,3.50,4.15,815.50,966.95,79.319025,1861.77
