96,Jenny,NY,4,Tile,233,3.50,2.12,815.50,493.96,52.3784,1361.8384
2,J,TX,6.25,Tile,233,3.50,2.12,815.50,493.96,78.5676,1388.0276
3,A,TX,6.25,Tile,233,3.50,2.12,815.50,493.96,78.5676,1388.0276
4,Adaa,TX,4.45,Tile,233,3.50,2.12,815.50,493.96,52.3784,1361.8384
5,A,TX,6.25,Tile,233,3.50,2.12,815.50,493.96,78.5676,1388.0276
72,Adada,TX,6.25,Tile,233,3.50,2.12,815.50,493.96,78.5676,1388.0276
74,Adada,TX,6.25,Tile,233,3.50,2.12,815.50,493.96,78.5676,1388.0276
42,B,NY,4,Tile,233,3.50,2.12,815.50,493.96,52.3784,1361.8384
43,B,NY,4,Tile,233,3.50,2.12,815.50,493.96,52.3784,1361.8384
12,A,TX,6.25,Tile,233,3.50,2.12,815.50,493.96,78.5676,1388.0276
45,Adada,TX,6.25,Tile,333,3.50,2.12,1165.50,705.96,112.2876,1983.7476
48,Hannah,NY,4,Tile,233,3.50,2.12,815.50,493.96,52.3784,1361.8384
81,Ad,TX,6.25,Tile,233,3.50,2.12,815.50,493.96,78.5676,1388.0276
51,A,TX,6.25,Tile,233,3.50,2.12,815.50,493.96,78.5676,1388.0276
83,N,TX,6.25,Tile,233,3.50,2.12,815.50,493.96,78.5676,1388.0276
24,A,TX,6.25,Tile,233,3.50,2.12,815.50,493.96,78.5676,1388.0276
58,Z,TX,4.45,Tile,233,3.50,2.12,815.50,493.96,52.3784,1361.8384
60,Hanna,NY,4,Tile,233,3.50,2.12,815.50,493.96,52.3784,1361.8384
63,Batman,NY,4,Tile,233,3.50,2.12,815.50,493.96,52.3784,1361.8384
